"Region: PAC"
"Geographic Zones: All"
"Survey Types: Fish Only, Invertebrates Only, Fish &amp; Invertebrates"
"Dates: 1/1/93 - 1/4/21"
"Total Surveys: 42294"
"#Species Reported: 466"
"Average Species Reported on a Survey by Expert Surveyors: 23.37"
"Average Species Reported on a Survey by Novice Surveyors: 15.76"
"Survey Type: FO = Fish Only; IO = Invertebrates Only; FI = Fish &amp; Invertebrates - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Expand all"
"Collapse all"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,Surveys,,,,,,"Bottom Time"
42070116,"Ventura Cove (Mission Bay)",0,0,0,1,0,1,1:47
420702,"Point Loma",1,0,132,97,13,212,300:21
42070200,"Pt. Loma General Area - no site specified",0,0,1,3,0,0,2:30
42070201,"Pt. Loma Kelp Beds",0,0,16,37,2,50,70:31
42070204,"2000 Times",0,0,0,9,0,0,6:24
42070205,"New Hope Reef",0,0,2,11,0,0,9:34
42070206,"Kelp Cabo Reef (Point Loma)",0,0,0,5,2,9,10:47
42070207,"Ancient Sea Cliffs",0,0,9,7,0,7,13:44
42070208,"Three Fingers Reef",0,0,3,0,0,15,11:58
42070209,"Train Wheels / The Crack",0,0,8,0,2,10,12:38
42070210,"Sunset Cliffs Pt. Loma",0,0,0,0,0,5,2:52
42070211,"Pt. Loma - general rocky reefs",1,0,1,2,2,12,14:32
42070212,"Dragon Head Wall",0,0,0,1,1,4,4:09
42070213,"Lazy Days Wreck",0,0,3,3,0,11,9:59
42070214,"3 Hole (SW of Point Loma)",0,0,0,0,0,3,2:01
42070215,"Broomtail Reef",0,0,0,4,0,4,6:39
42070216,"Kinane Pass",0,0,2,0,0,3,2:46
42070217,"Main Channel Point Loma Kelp Beds",0,0,4,2,2,23,21:15
42070218,Horsehead,0,0,2,0,0,3,3:17
42070219,"Green Tank",0,0,0,1,0,3,2:11
42070220,"Point Loma Main Wall ",0,0,4,2,1,6,7:17
42070221,"Point Loma Dino Head ",0,0,6,6,1,11,14:43
42070222,"NRAD West",0,0,1,3,0,5,6:05
42070223,"New Hope Rock (Pt. Loma Kelp Beds)",0,0,1,0,0,4,3:25
42070224,"Seven Fathoms - 7 Fathoms (Point Loma)",0,0,6,0,0,5,6:40
42070225,"Table Tops - Point Loma",0,0,7,0,0,2,7:04
42070226,"Goat Point - Point Loma",0,0,0,0,0,1,0:47
42070227,Flagpole,0,0,0,1,0,1,1:30
42070228,"N-ROD (not N-RAD)",0,0,4,0,0,0,2:17
42070229,"Brian's Boulder",0,0,2,0,0,0,1:14
42070230,"Conner's Canyon",0,0,13,0,0,2,9:34
42070232,"Lost City",0,0,5,0,0,0,3:20
42070233,"Callie's Windows",0,0,1,0,0,0,0:28
42070234,"Point Loma Sewage Outfall Pipe",0,0,1,0,0,2,1:58
42070235,"Chelsea Lee Reef",0,0,4,0,0,0,2:01
42070236,"Rod's Ridge",0,0,4,0,0,0,2:05
42070237,"High Point (Point Loma)",0,0,5,0,0,0,3:22
42070238,"Dark Forest (Point Loma)",0,0,8,0,0,2,7:40
42070239,"High Spot (Point Loma)",0,0,2,0,0,0,1:07
42070240,"Chris's Rock",0,0,3,0,0,0,1:53
42070241,"Six Fathoms",0,0,4,0,0,5,5:41
42070242,"Rock Rol (Pt. Loma Kelp Beds)",0,0,0,0,0,2,1:07
42070243,"Lucky Strike",0,0,0,0,0,1,0:30
42070244,"Goal Post",0,0,0,0,0,1,0:46
420703,"S. of Pt. Loma - US Border (incl. San Diego Bay and Imperial Beach)",0,0,1,0,0,9,6:14
42070301,"SDOF White Seabass Pens - San Diego Bay",0,0,0,0,0,5,3:22
42070302,"High Seas Wreck",0,0,0,0,0,1,0:30
42070303,"Wreck of the Hogan (1919 Navy Destroyer) ",0,0,1,0,0,3,2:22
420704,"Tanner and Cortes Banks",3,0,2,1,1,0,5:26
42070401,"Cortes Mid Bank",3,0,0,1,1,0,3:43
42070402,"Cortes Banks  East Canyon  ",0,0,1,0,0,0,0:53
42070403,"Cortes Banks  Canyon 5     ",0,0,1,0,0,0,0:50
5,ALASKA,0,0,25,0,0,6,25:45
56,"Southeast Alaska (Yakutat Bay to Canadian Border)",0,0,25,0,0,6,25:45
5601,"Yakutat Bay to Pt. Bishop (including Juneau)",0,0,3,0,0,0,2:20
56010002,"Princess Sophia, Vanderbilt Reef",0,0,2,0,0,0,1:35
56010007,"Lena Cove",0,0,1,0,0,0,0:45
5602,"Chichagof Island",0,0,3,0,0,0,2:47
56020010,"Suloia Rock",0,0,3,0,0,0,2:47
5603,"Baranof Island inc. Sitka",0,0,17,0,0,0,14:02
56030001,"Magic Island Underwater Area",0,0,1,0,0,0,0:54
56030004,"St. Lazaria Island",0,0,3,0,0,0,2:39
56030005,"Patterson Bay (Chatham Strait)",0,0,3,0,0,0,2:32
56030006,"Vancouver Rock (south tip of Baranof)",0,0,1,0,0,0,0:47
56030007,"Wooden Island (south tip of Baranof)",0,0,2,0,0,0,1:41
56030008,"Kelp Patch",0,0,1,0,0,0,0:40
56030012,"South Whale Island",0,0,1,0,0,0,0:46
56030013,"Makhnati Rock",0,0,2,0,0,0,1:19
56030014,"6 Mile Rock / Kulichkof Rock",0,0,1,0,0,0,0:59
56030015,"Rogers Rock",0,0,1,0,0,0,0:50
56030016,"Sitka Harbor",0,0,1,0,0,0,0:55
5604,"Admiralty Island",0,0,2,0,0,0,1:40
56040001,Lumpsucker,0,0,2,0,0,0,1:40
5609,"Revillagigedo and adjacent Islands (including Ketchikan)",0,0,0,0,0,6,4:56
56090002,"Mountain Point",0,0,0,0,0,5,4:01
56090004,"Refuge Cove",0,0,0,0,0,1,0:55
TOTALS,,1980,19,18625,6750,445,14475,35907:57
"Species"
"%SF = Sighting Frequency; DEN = Density Score - <a href="/interpreting-reef-data" target="_blank">How to interpret REEF data?</a>"
"Click a column header to sort by that column. Hold shift and click to sort by multiple columns"
,,,,Total,,Expert,,Novice,
Rank,"Species ID",Species,Family,SF%,DEN,SF%,DEN,SF%,DEN
1,0160,"Plumose Anemone, (Metridium farcimen / senile)","Cnidarians, (Cnidaria)",63.18,3.18,71.01,3.22,53.4,3.11
2,0169,"California Sea Cucumber, (Parastichopus californicus)","Echinoderms, (Echinodermata)",63.01,2.41,71.06,2.46,52.94,2.32
3,0173,"Sunflower Star, (Pycnopodia helianthoides)","Echinoderms, (Echinodermata)",54.09,2.35,56.37,2.37,51.25,2.32
4,0052,"Copper Rockfish, (Sebastes caurinus)","Scorpionfish, (Scorpaenidae)",50.39,2.3,58.75,2.38,42.27,2.19
5,0032,"Painted Greenling, (Oxylebius pictus)","Greenling, (Hexagrammidae)",49.68,1.95,52.1,1.91,47.34,1.99
6,0107,"Blackeye Goby, (Rhinogobiops nicholsii)","Goby, (Gobiidae)",49.57,2.51,50.77,2.53,48.4,2.48
7,0171,"Leather Star, (Dermasterias imbricata)","Echinoderms, (Echinodermata)",46.72,2.04,55.78,2.07,35.4,1.98
8,0151,"Coonstripe Shrimp, (Pandalus danae / gurneyi)","Arthropods, (Arthropoda)",45.58,2.8,54.76,2.84,34.11,2.72
9,0030,"Lingcod, (Ophiodon elongatus)","Greenling, (Hexagrammidae)",45.32,1.87,50.7,1.88,40.09,1.87
10,0123,"Striped Seaperch, (Embiotoca lateralis)","Surfperch, (Embiotocidae)",43.53,2.42,53.57,2.47,33.78,2.35
11,0156,"Red Rock Crab, (Cancer productus)","Arthropods, (Arthropoda)",43.22,2.16,48.76,2.2,36.29,2.09
12,0029,"Kelp Greenling, (Hexagrammos decagrammus)","Greenling, (Hexagrammidae)",42.36,2.07,49.05,2.11,35.86,2.03
13,0191,"Shiny Orange Sea Squirt, (Cnemidocarpa finmarkiensis)","Urochordates, (Urochordata)",38.5,2.27,48.81,2.31,25.61,2.17
14,0170,"Orange Sea Cucumber, (Cucumaria miniata)","Echinoderms, (Echinodermata)",37.53,2.42,46.58,2.44,26.22,2.37
15,0172,"Spiny Pink Star, (Pisaster brevispinus)","Echinoderms, (Echinodermata)",34.69,1.95,40.33,1.96,27.64,1.93
16,0117,"Pile Perch, (Rhacochilus vacca)","Surfperch, (Embiotocidae)",34.37,2.35,36.2,2.39,32.6,2.3
17,0155,"Northern Kelp Crab, (Pugettia producta)","Arthropods, (Arthropoda)",33.04,2.08,35.43,2.08,30.06,2.08
18,0187,"Rock Scallop, (Crassadoma gigantea)","Mollusks, (Mollusca)",31.48,2.11,38.37,2.12,22.88,2.1
19,0153,"Giant Barnacle, (Balanus nubilus)","Arthropods, (Arthropoda)",31.14,2.66,38.54,2.68,21.89,2.62
20,0304,"Scalyhead Sculpin, (Artedius harringtoni)","Sculpin, (Cottidae)",30.03,1.97,44.71,1.98,15.78,1.95
21,0048,"Brown Rockfish, (Sebastes auriculatus)","Scorpionfish, (Scorpaenidae)",27.88,2.19,36.26,2.26,19.75,2.06
22,0162,"Tube-dwelling Anemone, (Pachycerianthus fimbriatus)","Cnidarians, (Cnidaria)",27.23,2.47,28.59,2.51,25.52,2.41
23,0045,"Black Rockfish, (Sebastes melanops)","Scorpionfish, (Scorpaenidae)",26.26,2.39,33.37,2.47,19.36,2.27
24,0058,"Quillback Rockfish, (Sebastes maliger)","Scorpionfish, (Scorpaenidae)",25.36,2.06,32.08,2.06,18.82,2.05
25,0179,"White-lined Dirona, (Dirona albolineata)","Mollusks, (Mollusca)",24.97,1.84,30.45,1.87,18.12,1.8
26,0176,"Red Sea Urchin, (Mesocentrotus franciscanus)","Echinoderms, (Echinodermata)",24.57,2.78,28.28,2.79,19.95,2.76
27,0353,"Juvenile (YOY) Rockfish - Unidentified, (Sebastes sp.)","Scorpionfish, (Scorpaenidae)",24.44,2.56,26.67,2.49,22.28,2.65
28,0175,"Green Sea Urchin, (Strongylocentrotus droebachiensis)","Echinoderms, (Echinodermata)",24.3,2.35,29.57,2.31,17.71,2.44
29,0182,"Leafy Hornmouth, (Ceratostoma foliatum)","Mollusks, (Mollusca)",23.63,2.13,30.42,2.13,15.14,2.11
30,0152,"Dungeness Crab, (Cancer magister)","Arthropods, (Arthropoda)",23.42,2.02,22.67,1.96,24.36,2.09
31,0166,"Orange Cup Coral, (Balanophyllia elegans)","Cnidarians, (Cnidaria)",22.76,3.31,28.42,3.38,15.68,3.13
32,0122,"Shiner Perch, (Cymatogaster aggregata)","Surfperch, (Embiotocidae)",22.36,3.16,26.7,3.24,18.15,3.04
33,0185,"Gumboot Chiton, (Cryptochiton stelleri)","Mollusks, (Mollusca)",21.26,1.91,25.72,1.93,15.69,1.88
34,0180,"Yellow Margin Dorid Complex, (Cadlina luteomarginata/sylviaearleae/klasmalmbergi/jannanicholsae/Acanthodoris hudsoni)","Mollusks, (Mollusca)",21.18,1.83,26.89,1.85,14.03,1.8
35,0116,"Kelp Perch, (Brachyistius frenatus)","Surfperch, (Embiotocidae)",20.3,2.2,22.9,2.18,17.78,2.23
36,0181,"Giant Pacific Octopus, (Enteroctopus dofleini)","Mollusks, (Mollusca)",18.94,1.36,21.74,1.36,15.44,1.37
37,0138,"Tubesnout, (Aulorhynchus flavidus)","Tubesnout, (Aulorhynchidae)",18.14,2.91,21.34,2.92,15.04,2.89
38,0026,"Speckled Sanddab, (Citharichthys stigmaeus)","Lefteye Flounder, (Bothidae)",17.99,2.13,17.3,1.96,18.67,2.27
39,0258,"Longfin Sculpin, (Jordania zonope)","Sculpin, (Cottidae)",17.43,2.01,25.37,2.05,9.72,1.89
40,0128,"Senorita, (Oxyjulis californica)","Wrasse, (Labridae)",16.82,3,11.05,3.04,22.41,2.98
41,0127,"California Sheephead, (Semicossyphus pulcher)","Wrasse, (Labridae)",16.27,2.32,10.02,2.29,22.33,2.34
42,0178,"Opalescent Nudibranch, (Hermissenda crassicornis / opalescens)","Mollusks, (Mollusca)",16.18,1.96,17.7,1.98,14.28,1.93
43,0068,"Buffalo Sculpin, (Enophrys bison)","Sculpin, (Cottidae)",15.03,1.76,18.62,1.74,11.55,1.8
44,0005,"Blacksmith, (Chromis punctipinnis)","Damselfish, (Pomacentridae)",14.55,3.19,10.07,3.21,18.9,3.18
45,0003,"Kelp Bass, (Paralabrax clathratus)","Sea Bass, (Serranidae)",14.41,2.55,9.7,2.5,18.97,2.57
46,0025,"Southern Rock Sole, (Lepidopsetta bilineata)","Righteye Flounder, (Pleuronectidae)",14.31,1.93,19.79,1.93,8.98,1.92
47,0114,"Black Perch, (Embiotoca jacksoni)","Surfperch, (Embiotocidae)",13.65,2.1,10.9,2.08,16.32,2.12
48,0183,"Lewis' Moonsnail, (Neverita lewisii)","Mollusks, (Mollusca)",13.34,1.62,13.23,1.59,13.48,1.65
49,0065,"Yellowtail Rockfish, (Sebastes flavidus)","Scorpionfish, (Scorpaenidae)",12.89,2.43,17.43,2.51,8.48,2.27
50,0190,"Orange Social Ascidian, (Metandrocarpa taylori)","Urochordates, (Urochordata)",12.87,0.78,18.26,0.81,6.14,0.65
51,0443,"Giant Kelp, (Macrocystis integrifolia / pyrifera)","Algae, (Algae)",12.43,3.02,9.86,3.11,15.64,2.95
52,0006,"Garibaldi, (Hypsypops rubicundus)","Damselfish, (Pomacentridae)",11.91,2.6,7.63,2.55,16.06,2.63
53,0055,"Kelp Rockfish, (Sebastes atrovirens)","Scorpionfish, (Scorpaenidae)",11.81,2.12,10.26,2.14,13.31,2.11
54,0193,"Fringed Tube Worm, (Dodecaceria fewkesi)","Annelids, (Annelida)",11.71,0.78,15.88,0.83,6.51,0.61
55,0044,"Blue Rockfish - generic ID, (Sebastes mystinus/diaconus)","Scorpionfish, (Scorpaenidae)",11.61,2.77,10.51,2.88,12.68,2.69
56,0069,"Cabezon, (Scorpaenichthys marmoratus)","Sculpin, (Cottidae)",11.54,1.42,11.24,1.37,11.84,1.46
57,0167,"Orange Sea Pen, (Ptilosarcus gurneyi)","Cnidarians, (Cnidaria)",11.47,2.04,12.26,2.03,10.49,2.05
58,0192,"Northern Feather Duster Worm, (Eudistylia vancouveri)","Annelids, (Annelida)",11.17,2.19,11.86,2.32,10.3,2.02
59,0008,"Wolf-eel, (Anarrhichthys ocellatus)","Wolffish, (Anarhichadidae)",10.87,1.49,13.95,1.49,7.88,1.48
60,0161,"Strawberry Anemone, (Corynactis californica)","Cnidarians, (Cnidaria)",10.85,0.66,10,0.75,11.9,0.57
61,0231,"Crescent Gunnel, (Pholis laeta)","Gunnel, (Pholidae)",10.61,1.69,14.22,1.7,7.1,1.65
62,0184,"Oregon Triton, (Fusitriton oregonensis)","Mollusks, (Mollusca)",10.54,2,13.08,2,7.37,2.01
63,0057,"Puget Sound Rockfish, (Sebastes emphaeus)","Scorpionfish, (Scorpaenidae)",10.39,2.72,14.46,2.81,6.44,2.52
64,0076,"Red Irish Lord, (Hemilepidotus hemilepidotus)","Sculpin, (Cottidae)",10.31,1.5,14.01,1.51,6.71,1.47
65,0163,"White-spotted Anemone, (Urticina sp.)","Cnidarians, (Cnidaria)",9.9,2.18,12.4,2.18,6.78,2.16
66,0036,"Opaleye, (Girella nigricans)","Sea Chub, (Kyphosidae)",9.7,2.41,6.78,2.45,12.53,2.39
67,0159,"Fish-eating Anemone, (Urticina piscivora)","Cnidarians, (Cnidaria)",9.67,2.26,13.22,2.32,5.23,2.05
68,0081,"Unidentified Sculpin, (Cottidae spp.)","Sculpin, (Cottidae)",9.61,1.82,8.86,1.78,10.34,1.85
69,0164,"Moon Jelly, (Aurelia labiata)","Cnidarians, (Cnidaria)",9.56,1.97,8.85,1.87,10.46,2.07
70,0531,"Yellow Boring Sponge, (Cliona californiana)","Poriferans, (Porifera)",8.33,1,13.11,1,2.36,1
71,0403,"Spiny Lobster, (Panulirus interruptus)","Arthropods, (Arthropoda)",8.11,2.19,5.98,2.2,10.78,2.19
72,0413,"Giant Spined Star, (Pisaster giganteus)","Echinoderms, (Echinodermata)",7.87,2.11,6.53,2.15,9.55,2.08
73,0063,"Vermilion Rockfish, (Sebastes miniatus)","Scorpionfish, (Scorpaenidae)",7.74,1.68,8.84,1.69,6.67,1.67
74,0129,"Rock Wrasse, (Halichoeres semicinctus)","Wrasse, (Labridae)",7.7,2.44,5.44,2.45,9.9,2.44
75,0419,"San Diego Dorid / Leopard Dorid, (Diaulula sandiegensis / odonoghuei)","Mollusks, (Mollusca)",7.54,1.57,9.24,1.58,5.42,1.54
76,0412,"Bat Star, (Asterina miniata)","Echinoderms, (Echinodermata)",7.53,2.94,6.54,3.02,8.76,2.87
77,0033,"Whitespotted Greenling, (Hexagrammos stelleri)","Greenling, (Hexagrammidae)",7.53,1.62,10.19,1.62,4.95,1.61
78,0108,"Bluebanded Goby, (Lythrypnus dalli)","Goby, (Gobiidae)",7.3,2.72,4.51,2.73,10.02,2.72
79,0053,"Gopher Rockfish, (Sebastes carnatus)","Scorpionfish, (Scorpaenidae)",7.21,1.86,6.79,1.88,7.61,1.84
80,0246,"Grunt Sculpin, (Rhamphocottus richardsonii)","Sculpin, (Cottidae)",7.04,1.29,9.23,1.3,4.92,1.28
81,0416,"Purple Urchin, (Strongylocentrotus purpuratus)","Echinoderms, (Echinodermata)",6.92,2.64,5.82,2.63,8.3,2.66
82,0137,"Spotted Ratfish, (Hydrolagus colliei)","Chimaera, (Chimaeridae)",6.88,1.75,8.1,1.79,5.7,1.69
83,0239,"English Sole, (Parophrys vetulus)","Righteye Flounder, (Pleuronectidae)",6.57,1.93,9.46,1.94,3.77,1.91
84,0078,"Sailfin Sculpin, (Nautichthys oculofasciatus)","Sculpin, (Cottidae)",6.57,1.53,8.93,1.53,4.27,1.52
85,0158,"Lacy Bryozoan, (Phidolopora pacifica)","Bryozoans, (Bryozoa)",6.48,2.12,7.71,2.08,4.95,2.19
86,0425,"Giant Keyhole Limpet, (Megathura crenulata)","Mollusks, (Mollusca)",6.3,1.93,5.43,1.93,7.38,1.93
87,0157,"Spot Prawn, (Pandalus platyceros)","Arthropods, (Arthropoda)",6.25,2.32,6.91,2.26,5.42,2.41
88,0022,"C-O Sole, (Pleuronichthys coenosus)","Righteye Flounder, (Pleuronectidae)",6.06,1.39,6.05,1.33,6.06,1.44
89,0035,"Halfmoon, (Medialuna californiensis)","Sea Chub, (Kyphosidae)",6.06,2.26,4.8,2.26,7.27,2.26
90,0411,"Warty Sea Cucumber, (Parastichopus parvimensis)","Echinoderms, (Echinodermata)",5.96,2.01,4.95,1.96,7.23,2.06
91,0434,"Orange Puffball Sponge, (Tethya aurantia)","Poriferans, (Porifera)",5.93,2.41,5.57,2.44,6.37,2.38
92,0519,"Sargassum, (Sargassum muticum)","Algae, (Algae)",5.91,1,8.71,1,2.41,1
93,0442,"Bull Kelp, (Nereocystis luetkeana)","Algae, (Algae)",5.74,2.91,8.49,2.95,2.32,2.76
94,0174,"Eccentric Sand Dollar, (Dendraster excentricus)","Echinoderms, (Echinodermata)",5.72,3.49,3.73,3.32,8.21,3.59
95,0109,"Northern Ronquil, (Ronquilus jordani)","Ronquil, (Bathymasteridae)",5.64,1.81,7.67,1.82,3.68,1.79
96,0517,"Eelgrass, (Zostera marina / japonica)","Algae, (Algae)",5.61,1,7.72,1,2.98,1
97,0056,"Olive Rockfish, (Sebastes serranoides)","Scorpionfish, (Scorpaenidae)",5.59,1.94,5.59,1.96,5.59,1.92
98,0062,"Treefish, (Sebastes serriceps)","Scorpionfish, (Scorpaenidae)",5.58,1.61,4.22,1.55,6.91,1.64
99,0046,"Black-and-Yellow Rockfish, (Sebastes chrysomelas)","Scorpionfish, (Scorpaenidae)",5.48,1.67,4.91,1.67,6.03,1.67
100,0015,"Penpoint Gunnel, (Apodichthys flavidus)","Gunnel, (Pholidae)",5.39,1.71,6.99,1.72,3.84,1.68
101,0013,"Mosshead Warbonnet, (Chirolophis nugator)","Prickleback, (Stichaeidae)",5.27,1.32,7.41,1.32,3.19,1.32
102,0177,"Giant Nudibranch, (Dendronotus iris)","Mollusks, (Mollusca)",5.23,1.7,5.94,1.74,4.36,1.64
103,0120,"Rubberlip Seaperch, (Rhacochilus toxotes)","Surfperch, (Embiotocidae)",5.19,1.87,3.63,1.84,6.71,1.88
104,0051,"China Rockfish, (Sebastes nebulosus)","Scorpionfish, (Scorpaenidae)",5.12,1.91,7.06,1.96,3.24,1.81
105,0414,"Spiny Brittlestar, (Ophiothrix spiculata)","Echinoderms, (Echinodermata)",5.12,2.61,4.51,2.58,5.9,2.64
106,0426,"Kellet's Whelk, (Kelletia kelletii)","Mollusks, (Mollusca)",5.09,1.98,3.77,1.87,6.74,2.06
107,0527,"Vermilion Star, (Mediaster aequalis)","Echinoderms, (Echinodermata)",5.09,2.12,7.35,2.12,2.26,2.1
108,0401,"Masking/Sheep Crab, (Loxorthynchus crispatus (L. grandis))","Arthropods, (Arthropoda)",5.02,1.58,3.59,1.55,6.82,1.6
109,0298,"Roughback Sculpin, (Chitonotus pugetensis)","Sculpin, (Cottidae)",4.97,1.79,8.1,1.8,1.93,1.77
110,0420,"Sea Lemon, (Peltodoris nobilis)","Mollusks, (Mollusca)",4.96,1.78,3.95,1.78,6.21,1.78
111,0165,"Lion's Mane Jelly, (Cyanea capillata)","Cnidarians, (Cnidaria)",4.93,1.46,5.18,1.41,4.62,1.53
112,0001,"Barred Sand Bass, (Paralabrax nebulifer)","Sea Bass, (Serranidae)",4.79,2.04,3.2,1.92,6.33,2.09
113,0428,"Wavy Turban Snail, (Lithopoma undosum)","Mollusks, (Mollusca)",4.57,2.42,4.12,2.43,5.14,2.41
114,0408,"California Golden Gorgonian, (Muricea californica)","Cnidarians, (Cnidaria)",4.52,2.29,3.93,2.24,5.25,2.34
115,0418,"Red Sea Hare, (Aplysia californica)","Mollusks, (Mollusca)",4.39,2.07,2.85,1.95,6.31,2.14
116,0010,"Giant Kelpfish, (Heterostichus rostratus)","Clinid, (Clinidae)",4.3,1.58,3.44,1.61,5.13,1.57
117,0520,"Graceful Crab, (Metacarcinus gracilis)","Arthropods, (Arthropoda)",4.25,1.9,6.46,1.92,1.5,1.82
118,0528,"Clown Dorid, (Triopha modesta / Triopha catalinae)","Mollusks, (Mollusca)",4.22,1.85,6.73,1.87,1.07,1.7
119,0072,"Great Sculpin, (Myoxocephalus polyacanthocephalus)","Sculpin, (Cottidae)",4.21,1.39,4.78,1.37,3.67,1.42
120,0322,"Snake Prickleback, (Lumpenus sagitta)","Prickleback, (Stichaeidae)",4.2,1.99,5.47,1.96,2.96,2.05
121,0524,"Orange Zoanthid, (Epizoanthus scotinus)","Cnidarians, (Cnidaria)",4.17,1,6.54,1,1.22,1
122,0168,"Pink Hydrocoral, (S. venustus / S. verrillii)","Cnidarians, (Cnidaria)",4.13,2.27,6.06,2.44,1.72,1.5
123,0301,"Saddleback Gunnel, (Pholis ornata)","Gunnel, (Pholidae)",4.04,1.62,5.38,1.61,2.74,1.66
124,0446,"Southern Sea Palm, (Eisenia arborea)","Algae, (Algae)",4.03,2.84,3.77,2.84,4.36,2.84
125,0061,"Tiger Rockfish, (Sebastes nigrocinctus)","Scorpionfish, (Scorpaenidae)",4.01,1.64,5.4,1.69,2.67,1.54
126,0433,"Cobalt Sponge, (Hymenamphiastra cyanocrypta)","Poriferans, (Porifera)",3.81,0.56,4.16,0.62,3.38,0.46
127,0278,"Padded Sculpin, (Artedius fenestralis)","Sculpin, (Cottidae)",3.73,1.63,6.41,1.64,1.14,1.57
128,0424,"Chestnut Cowry, (Cypraea spadicea)","Mollusks, (Mollusca)",3.66,1.78,3.13,1.78,4.32,1.78
129,0410,"Red Gorgonian, (Leptogorgia chilensis)","Cnidarians, (Cnidaria)",3.65,2.28,3.03,2.26,4.42,2.3
130,0421,"Spanish Shawl, (Flabellina iodinea)","Mollusks, (Mollusca)",3.48,1.76,2.42,1.78,4.79,1.74
131,0440,"Feather Duster Worm (E. polymorpha), (Eudistylia polymorpha)","Annelids, (Annelida)",3.29,2.29,3.37,2.45,3.18,2.08
132,0070,"California Scorpionfish, (Scorpaena guttata)","Scorpionfish, (Scorpaenidae)",3.28,1.42,2.52,1.46,4.01,1.39
133,0415,"Crowned Urchin, (Centrostphanus coronatus)","Echinoderms, (Echinodermata)",3.13,2.63,2.33,2.58,4.14,2.67
134,0009,"Decorated Warbonnet, (Chirolophis decoratus)","Prickleback, (Stichaeidae)",3.09,1.33,3.9,1.35,2.29,1.29
135,0118,"Rainbow Seaperch, (Hypsurus caryi)","Surfperch, (Embiotocidae)",3.06,2.15,2.55,2.17,3.56,2.13
136,0079,"Snubnose Sculpin, (Orthonopias triacis)","Sculpin, (Cottidae)",3.06,1.51,2.66,1.52,3.44,1.5
137,0423,"Two-spot Octopus, (Octopus bimaculatus)","Mollusks, (Mollusca)",2.96,1.42,1.85,1.35,4.36,1.46
138,0369,"Unidentified Flatfish, (Bothidae sp.)","Lefteye Flounder, (Bothidae)",2.9,1.79,2.1,1.78,3.68,1.79
139,0255,"Longfin Gunnel, (Pholis clemensi)","Gunnel, (Pholidae)",2.85,1.41,4.15,1.37,1.59,1.53
140,0082,"Bat Ray, (Myliobatis californica)","Eagle Ray, (Myliobatidae)",2.76,1.46,1.57,1.46,3.92,1.46
141,0407,"Brown Gorgonian, (Muricea fruticosa)","Cnidarians, (Cnidaria)",2.75,2.15,2.25,1.96,3.37,2.3
142,0422,"Red Octopus, (Octopus rubescens)","Mollusks, (Mollusca)",2.74,1.63,1.85,1.51,3.85,1.71
143,0186,"Northern Abalone, (Haliotis kamtschatkana)","Mollusks, (Mollusca)",2.68,1.65,2.8,1.69,2.52,1.58
144,0404,"Fluted Bryozoan, (Primavelans insculpta)","Bryozoans, (Bryozoa)",2.64,2.37,3.09,2.4,2.07,2.3
145,0011,"Island Kelpfish, (Alloclinus holderi)","Labrisomids, (Labrisomidae)",2.64,1.97,1.82,1.91,3.44,1.99
146,0285,"Pygmy Poacher, (Odontopyxis trispinosa)","Poacher, (Agonidae)",2.59,1.38,4.37,1.38,0.87,1.39
147,0086,"Horn Shark, (Heterodontus francisci)","Bullhead Shark, (Heterodontidae)",2.58,1.4,1.58,1.41,3.55,1.4
148,0039,"Sargo, (Anisotremus davidsoni)","Grunt, (Haemulidae)",2.55,2.1,1.89,2.06,3.2,2.12
149,0437,"Stalked Tunicate, (Styela montereyensis)","Urochordates, (Urochordata)",2.53,1.9,2.24,1.86,2.89,1.94
150,0189,"Cloud/Goblet Sponge, (Aphrocallistes vastus / Heterochone calyx)","Poriferans, (Porifera)",2.52,1.72,2.52,1.89,2.52,1.52
151,0099,"Ocean Whitefish, (Caulolatilus princeps)","Tilefish, (Malacanthidae)",2.47,1.99,1.92,1.9,3.01,2.04
152,0444,"Northern Sea Palm, (Pterygophora californica)","Algae, (Algae)",2.46,3.14,2.81,3.17,2.02,3.08
153,0075,"Pacific Staghorn Sculpin, (Leptocottus armatus)","Sculpin, (Cottidae)",2.44,1.46,3.39,1.49,1.52,1.42
154,0188,"Chimney Sponge, (Rhabdocalyptus dawsoni/Staurocalyptus dowlingi)","Poriferans, (Porifera)",2.37,1.85,2.41,1.98,2.31,1.67
155,0427,"Red Turban Snail, (Lithopoma gibberosum)","Mollusks, (Mollusca)",2.35,2.19,2.29,2.1,2.43,2.3
156,0103,"Silversides spp., (Atherinidae spp.)","Silverside, (Atherinidae)",2.24,3.33,1.88,3.33,2.58,3.33
157,0435,"Red Volcano Sponge, (Acamus erithacus)","Poriferans, (Porifera)",2.21,1.92,1.87,1.83,2.63,2
158,0352,"Spinynose Sculpin, (Asemichthys taylori)","Sculpin, (Cottidae)",2.19,1.56,3.95,1.57,0.47,1.51
159,0028,"Starry Flounder, (Platichthys stellatus)","Righteye Flounder, (Pleuronectidae)",2.18,1.34,2.33,1.26,2.04,1.44
